
State ID,State Name,Year ID,Year,Population,State Slug,Population Change
04000US42,Pennsylvania,2020,2020,12794885,pennsylvania,8618539 (206.37%)
04000US44,Rhode Island,2020,2020,1057798,rhode-island,-11737087 (-91.73%)
04000US45,South Carolina,2020,2020,5091517,south-carolina,4033719 (381.33%)
04000US46,South Dakota,2020,2020,879336,south-dakota,-4212181 (-82.73%)
04000US47,Tennessee,2020,2020,6772268,tennessee,5892932 (670.16%)
04000US48,Texas,2020,2020,28635442,texas,21863174 (322.83%)
04000US49,Utah,2020,2020,3151239,utah,-25484203 (-89%)
04000US50,Vermont,2020,2020,624340,vermont,-2526899 (-80.19%)
04000US51,Virginia,2020,2020,8509358,virginia,7885018 (1262.94%)
04000US53,Washington,2020,2020,7512465,washington,-996893 (-11.72%)
04000US54,West Virginia,2020,2020,1807426,west-virginia,-5705039 (-75.94%)
04000US55,Wisconsin,2020,2020,5806975,wisconsin,3999549 (221.28%)
04000US56,Wyoming,2020,2020,581348,wyoming,-5225627 (-89.99%)
04000US72,Puerto Rico,2020,2020,3255642,puerto-rico,2674294 (460.02%)
04000US01,Alabama,2019,2019,4876250,alabama,1620608 (49.78%)
04000US02,Alaska,2019,2019,737068,alaska,-4139182 (-84.88%)
04000US04,Arizona,2019,2019,7050299,arizona,6313231 (856.53%)
04000US05,Arkansas,2019,2019,2999370,arkansas,-4050929 (-57.46%)
04000US06,California,2019,2019,39283497,california,36284127 (1209.72%)
04000US08,Colorado,2019,2019,5610349,colorado,-33673148 (-85.72%)
04000US09,Connecticut,2019,2019,3575074,connecticut,-2035275 (-36.28%)
04000US10,Delaware,2019,2019,957248,delaware,-2617826 (-73.22%)
04000US11,District of Columbia,2019,2019,692683,district-of-columbia,-264565 (-27.64%)
04000US12,Florida,2019,2019,20901636,florida,20208953 (2917.49%)
04000US13,Georgia,2019,2019,10403847,georgia,-10497789 (-50.22%)
04000US15,Hawaii,2019,2019,1422094,hawaii,-8981753 (-86.33%)
04000US16,Idaho,2019,2019,1717750,idaho,295656 (20.79%)
04000US17,Illinois,2019,2019,12770631,illinois,11052881 (643.45%)
04000US18,Indiana,2019,2019,6665703,indiana,-6104928 (-47.8%)
04000US19,Iowa,2019,2019,3139508,iowa,-3526195 (-52.9%)
04000US20,Kansas,2019,2019,2910652,kansas,-228856 (-7.29%)
04000US21,Kentucky,2019,2019,4449052,kentucky,1538400 (52.85%)
04000US22,Louisiana,2019,2019,4664362,louisiana,215310 (4.84%)
04000US23,Maine,2019,2019,1335492,maine,-3328870 (-71.37%)
04000US24,Maryland,2019,2019,6018848,maryland,4683356 (350.68%)
04000US25,Massachusetts,2019,2019,6850553,massachusetts,831705 (13.82%)
04000US26,Michigan,2019,2019,9965265,michigan,3114712 (45.47%)
04000US27,Minnesota,2019,2019,5563378,minnesota,-4401887 (-44.17%)
04000US28,Mississippi,2019,2019,2984418,mississippi,-2578960 (-46.36%)
04000US29,Missouri,2019,2019,6104910,missouri,3120492 (104.56%)
04000US30,Montana,2019,2019,1050649,montana,-5054261 (-82.79%)
04000US31,Nebraska,2019,2019,1914571,nebraska,863922 (82.23%)
04000US32,Nevada,2019,2019,2972382,nevada,1057811 (55.25%)
04000US33,New Hampshire,2019,2019,1348124,new-hampshire,-1624258 (-54.64%)
04000US34,New Jersey,2019,2019,8878503,new-jersey,7530379 (558.58%)
04000US35,New Mexico,2019,2019,2092454,new-mexico,-6786049 (-76.43%)
04000US36,New York,2019,2019,19572319,new-york,17479865 (835.38%)
04000US37,North Carolina,2019,2019,10264876,north-carolina,-9307443 (-47.55%)
04000US38,North Dakota,2019,2019,756717,north-dakota,-9508159 (-92.63%)
04000US39,Ohio,2019,2019,11655397,ohio,10898680 (1440.26%)
04000US40,Oklahoma,2019,2019,3932870,oklahoma,-7722527 (-66.26%)
04000US41,Oregon,2019,2019,4129803,oregon,196933 (5.01%)
04000US42,Pennsylvania,2019,2019,12791530,pennsylvania,8661727 (209.74%)
04000US44,Rhode Island,2019,2019,1057231,rhode-island,-11734299 (-91.73%)
04000US45,South Carolina,2019,2019,5020806,south-carolina,3963575 (374.9%)
04000US46,South Dakota,2019,2019,870638,south-dakota,-4150168 (-82.66%)
04000US47,Tennessee,2019,2019,6709356,tennessee,5838718 (670.63%)
04000US48,Texas,2019,2019,28260856,texas,21551500 (321.22%)
04000US49,Utah,2019,2019,3096848,utah,-25164008 (-89.04%)
04000US50,Vermont,2019,2019,624313,vermont,-2472535 (-79.84%)
04000US51,Virginia,2019,2019,8454463,virginia,7830150 (1254.2%)
04000US53,Washington,2019,2019,7404107,washington,-1050356 (-12.42%)
04000US54,West Virginia,2019,2019,1817305,west-virginia,-5586802 (-75.46%)
04000US55,Wisconsin,2019,2019,5790716,wisconsin,3973411 (218.64%)
04000US56,Wyoming,2019,2019,581024,wyoming,-5209692 (-89.97%)
04000US72,Puerto Rico,2019,2019,3318447,puerto-rico,2737423 (471.14%)
04000US01,Alabama,2018,2018,4864680,alabama,1546233 (46.6%)
04000US02,Alaska,2018,2018,738516,alaska,-4126164 (-84.82%)
04000US04,Arizona,2018,2018,6946685,arizona,6208169 (840.63%)
04000US05,Arkansas,2018,2018,2990671,arkansas,-3956014 (-56.95%)
04000US06,California,2018,2018,39148760,california,36158089 (1209.03%)
04000US08,Colorado,2018,2018,5531141,colorado,-33617619 (-85.87%)
04000US09,Connecticut,2018,2018,3581504,connecticut,-1949637 (-35.25%)
04000US10,Delaware,2018,2018,949495,delaware,-2632009 (-73.49%)
04000US11,District of Columbia,2018,2018,684498,district-of-columbia,-264997 (-27.91%)
04000US12,Florida,2018,2018,20598139,florida,19913641 (2909.23%)
04000US13,Georgia,2018,2018,10297484,georgia,-10300655 (-50.01%)
04000US15,Hawaii,2018,2018,1422029,hawaii,-8875455 (-86.19%)
04000US16,Idaho,2018,2018,1687809,idaho,265780 (18.69%)
04000US17,Illinois,2018,2018,12821497,illinois,11133688 (659.65%)
04000US18,Indiana,2018,2018,6637426,indiana,-6184071 (-48.23%)
04000US19,Iowa,2018,2018,3132499,iowa,-3504927 (-52.81%)
04000US20,Kansas,2018,2018,2908776,kansas,-223723 (-7.14%)
04000US21,Kentucky,2018,2018,4440204,kentucky,1531428 (52.65%)
04000US22,Louisiana,2018,2018,4663616,louisiana,223412 (5.03%)
04000US23,Maine,2018,2018,1332813,maine,-3330803 (-71.42%)
04000US24,Maryland,2018,2018,6003435,maryland,4670622 (350.43%)
04000US25,Massachusetts,2018,2018,6830193,massachusetts,826758 (13.77%)
04000US26,Michigan,2018,2018,9957488,michigan,3127295 (45.79%)
04000US27,Minnesota,2018,2018,5527358,minnesota,-4430130 (-44.49%)
04000US28,Mississippi,2018,2018,2988762,mississippi,-2538596 (-45.93%)
04000US29,Missouri,2018,2018,6090062,missouri,3101300 (103.77%)
04000US30,Montana,2018,2018,1041732,montana,-5048330 (-82.89%)
04000US31,Nebraska,2018,2018,1904760,nebraska,863028 (82.85%)
04000US32,Nevada,2018,2018,2922849,nevada,1018089 (53.45%)
04000US33,New Hampshire,2018,2018,1343622,new-hampshire,-1579227 (-54.03%)
04000US34,New Jersey,2018,2018,8881845,new-jersey,7538223 (561.04%)
04000US35,New Mexico,2018,2018,2092434,new-mexico,-6789411 (-76.44%)
04000US36,New York,2018,2018,19618453,new-york,17526019 (837.59%)
04000US37,North Carolina,2018,2018,10155624,north-carolina,-9462829 (-48.23%)
04000US38,North Dakota,2018,2018,752201,north-dakota,-9403423 (-92.59%)
04000US39,Ohio,2018,2018,11641879,ohio,10889678 (1447.71%)
04000US40,Oklahoma,2018,2018,3918137,oklahoma,-7723742 (-66.34%)
04000US41,Oregon,2018,2018,4081943,oregon,163806 (4.18%)
04000US42,Pennsylvania,2018,2018,12791181,pennsylvania,8709238 (213.36%)
04000US44,Rhode Island,2018,2018,1056611,rhode-island,-11734570 (-91.74%)
04000US45,South Carolina,2018,2018,4955925,south-carolina,3899314 (369.04%)
04000US46,South Dakota,2018,2018,864289,south-dakota,-4091636 (-82.56%)
04000US47,Tennessee,2018,2018,6651089,tennessee,5786800 (669.54%)
04000US48,Texas,2018,2018,27885195,texas,21234106 (319.26%)
04000US49,Utah,2018,2018,3045350,utah,-24839845 (-89.08%)
04000US50,Vermont,2018,2018,624977,vermont,-2420373 (-79.48%)
04000US51,Virginia,2018,2018,8413774,virginia,7788797 (1246.25%)
04000US53,Washington,2018,2018,7294336,washington,-1119438 (-13.3%)
04000US54,West Virginia,2018,2018,1829054,west-virginia,-5465282 (-74.93%)
04000US55,Wisconsin,2018,2018,5778394,wisconsin,3949340 (215.92%)
04000US56,Wyoming,2018,2018,581836,wyoming,-5196558 (-89.93%)
04000US72,Puerto Rico,2018,2018,3386941,puerto-rico,2805105 (482.11%)
04000US01,Alabama,2017,2017,4850771,alabama,1463830 (43.22%)
04000US02,Alaska,2017,2017,738565,alaska,-4112206 (-84.77%)
04000US04,Arizona,2017,2017,6809946,arizona,6071381 (822.05%)
04000US05,Arkansas,2017,2017,2977944,arkansas,-3832002 (-56.27%)
04000US06,California,2017,2017,38982847,california,36004903 (1209.05%)
04000US08,Colorado,2017,2017,5436519,colorado,-33546328 (-86.05%)
04000US09,Connecticut,2017,2017,3594478,connecticut,-1842041 (-33.88%)
04000US10,Delaware,2017,2017,943732,delaware,-2650746 (-73.74%)
04000US11,District of Columbia,2017,2017,672391,district-of-columbia,-271341 (-28.75%)
04000US12,Florida,2017,2017,20278447,florida,19606056 (2915.87%)
04000US13,Georgia,2017,2017,10201635,georgia,-10076812 (-49.69%)
04000US15,Hawaii,2017,2017,1421658,hawaii,-8779977 (-86.06%)
04000US16,Idaho,2017,2017,1657375,idaho,235717 (16.58%)
04000US17,Illinois,2017,2017,12854526,illinois,11197151 (675.6%)
04000US18,Indiana,2017,2017,6614418,indiana,-6240108 (-48.54%)
04000US19,Iowa,2017,2017,3118102,iowa,-3496316 (-52.86%)
04000US20,Kansas,2017,2017,2903820,kansas,-214282 (-6.87%)
04000US21,Kentucky,2017,2017,4424376,kentucky,1520556 (52.36%)
04000US22,Louisiana,2017,2017,4663461,louisiana,239085 (5.4%)
04000US23,Maine,2017,2017,1330158,maine,-3333303 (-71.48%)
04000US24,Maryland,2017,2017,5996079,maryland,4665921 (350.78%)
04000US25,Massachusetts,2017,2017,6789319,massachusetts,793240 (13.23%)
04000US26,Michigan,2017,2017,9925568,michigan,3136249 (46.19%)
04000US27,Minnesota,2017,2017,5490726,minnesota,-4434842 (-44.68%)
04000US28,Mississippi,2017,2017,2986220,mississippi,-2504506 (-45.61%)
04000US29,Missouri,2017,2017,6075300,missouri,3089080 (103.44%)
04000US30,Montana,2017,2017,1029862,montana,-5045438 (-83.05%)
04000US31,Nebraska,2017,2017,1893921,nebraska,864059 (83.9%)
04000US32,Nevada,2017,2017,2887725,nevada,993804 (52.47%)
04000US33,New Hampshire,2017,2017,1331848,new-hampshire,-1555877 (-53.88%)
04000US34,New Jersey,2017,2017,8960161,new-jersey,7628313 (572.76%)
04000US35,New Mexico,2017,2017,2084828,new-mexico,-6875333 (-76.73%)
04000US36,New York,2017,2017,19798228,new-york,17713400 (849.63%)
04000US37,North Carolina,2017,2017,10052564,north-carolina,-9745664 (-49.22%)
04000US38,North Dakota,2017,2017,745475,north-dakota,-9307089 (-92.58%)
04000US39,Ohio,2017,2017,11609756,ohio,10864281 (1457.36%)
04000US40,Oklahoma,2017,2017,3896251,oklahoma,-7713505 (-66.44%)
04000US41,Oregon,2017,2017,4025127,oregon,128876 (3.31%)
04000US42,Pennsylvania,2017,2017,12790505,pennsylvania,8765378 (217.77%)
04000US44,Rhode Island,2017,2017,1056138,rhode-island,-11734367 (-91.74%)
04000US45,South Carolina,2017,2017,4893444,south-carolina,3837306 (363.33%)
04000US46,South Dakota,2017,2017,855444,south-dakota,-4038000 (-82.52%)
04000US47,Tennessee,2017,2017,6597381,tennessee,5741937 (671.22%)
04000US48,Texas,2017,2017,27419612,texas,20822231 (315.61%)
04000US49,Utah,2017,2017,2993941,utah,-24425671 (-89.08%)
04000US50,Vermont,2017,2017,624636,vermont,-2369305 (-79.14%)
04000US51,Virginia,2017,2017,8365952,virginia,7741316 (1239.33%)
04000US53,Washington,2017,2017,7169967,washington,-1195985 (-14.3%)
04000US54,West Virginia,2017,2017,1836843,west-virginia,-5333124 (-74.38%)
04000US55,Wisconsin,2017,2017,5763217,wisconsin,3926374 (213.76%)
04000US56,Wyoming,2017,2017,583200,wyoming,-5180017 (-89.88%)
04000US72,Puerto Rico,2017,2017,3468963,puerto-rico,2885763 (494.82%)
04000US01,Alabama,2016,2016,4841164,alabama,1372201 (39.56%)
04000US02,Alaska,2016,2016,736855,alaska,-4104309 (-84.78%)
04000US04,Arizona,2016,2016,6728577,arizona,5991722 (813.15%)
04000US05,Arkansas,2016,2016,2968472,arkansas,-3760105 (-55.88%)
04000US06,California,2016,2016,38654206,california,35685734 (1202.16%)
04000US08,Colorado,2016,2016,5359295,colorado,-33294911 (-86.14%)
04000US09,Connecticut,2016,2016,3588570,connecticut,-1770725 (-33.04%)
04000US10,Delaware,2016,2016,934695,delaware,-2653875 (-73.95%)
04000US11,District of Columbia,2016,2016,659009,district-of-columbia,-275686 (-29.49%)
04000US12,Florida,2016,2016,19934451,florida,19275442 (2924.91%)
04000US13,Georgia,2016,2016,10099320,georgia,-9835131 (-49.34%)
04000US15,Hawaii,2016,2016,1413673,hawaii,-8685647 (-86%)
04000US16,Idaho,2016,2016,1635483,idaho,221810 (15.69%)
04000US17,Illinois,2016,2016,12851684,illinois,11216201 (685.8%)
04000US18,Indiana,2016,2016,6589578,indiana,-6262106 (-48.73%)
04000US19,Iowa,2016,2016,3106589,iowa,-3482989 (-52.86%)
04000US20,Kansas,2016,2016,2898292,kansas,-208297 (-6.71%)
04000US21,Kentucky,2016,2016,4411989,kentucky,1513697 (52.23%)
04000US22,Louisiana,2016,2016,4645670,louisiana,233681 (5.3%)
04000US23,Maine,2016,2016,1329923,maine,-3315747 (-71.37%)
04000US24,Maryland,2016,2016,5959902,maryland,4629979 (348.14%)
04000US25,Massachusetts,2016,2016,6742143,massachusetts,782241 (13.13%)
04000US26,Michigan,2016,2016,9909600,michigan,3167457 (46.98%)
04000US27,Minnesota,2016,2016,5450868,minnesota,-4458732 (-44.99%)
04000US28,Mississippi,2016,2016,2989192,mississippi,-2461676 (-45.16%)
04000US29,Missouri,2016,2016,6059651,missouri,3070459 (102.72%)
04000US30,Montana,2016,2016,1023391,montana,-5036260 (-83.11%)
04000US31,Nebraska,2016,2016,1881259,nebraska,857868 (83.83%)
04000US32,Nevada,2016,2016,2839172,nevada,957913 (50.92%)
04000US33,New Hampshire,2016,2016,1327503,new-hampshire,-1511669 (-53.24%)
04000US34,New Jersey,2016,2016,8915456,new-jersey,7587953 (571.6%)
04000US35,New Mexico,2016,2016,2082669,new-mexico,-6832787 (-76.64%)
04000US36,New York,2016,2016,19697457,new-york,17614788 (845.78%)
04000US37,North Carolina,2016,2016,9940828,north-carolina,-9756629 (-49.53%)
04000US38,North Dakota,2016,2016,736162,north-dakota,-9204666 (-92.59%)
04000US39,Ohio,2016,2016,11586941,ohio,10850779 (1473.97%)
04000US40,Oklahoma,2016,2016,3875589,oklahoma,-7711352 (-66.55%)
04000US41,Oregon,2016,2016,3982267,oregon,106678 (2.75%)
04000US42,Pennsylvania,2016,2016,12783977,pennsylvania,8801710 (221.02%)
04000US44,Rhode Island,2016,2016,1054491,rhode-island,-11729486 (-91.75%)
04000US45,South Carolina,2016,2016,4834605,south-carolina,3780114 (358.48%)
04000US46,South Dakota,2016,2016,851058,south-dakota,-3983547 (-82.4%)
04000US47,Tennessee,2016,2016,6548009,tennessee,5696951 (669.4%)
04000US48,Texas,2016,2016,26956435,texas,20408426 (311.67%)
04000US49,Utah,2016,2016,2948427,utah,-24008008 (-89.06%)
04000US50,Vermont,2016,2016,626249,vermont,-2322178 (-78.76%)
04000US51,Virginia,2016,2016,8310301,virginia,7684052 (1227%)
04000US53,Washington,2016,2016,7073146,washington,-1237155 (-14.89%)
04000US54,West Virginia,2016,2016,1846092,west-virginia,-5227054 (-73.9%)
04000US55,Wisconsin,2016,2016,5754798,wisconsin,3908706 (211.73%)
04000US56,Wyoming,2016,2016,583029,wyoming,-5171769 (-89.87%)
04000US72,Puerto Rico,2016,2016,3529385,puerto-rico,2946356 (505.35%)
04000US01,Alabama,2015,2015,4830620,alabama,1301235 (36.87%)
04000US02,Alaska,2015,2015,733375,alaska,-4097245 (-84.82%)
04000US04,Arizona,2015,2015,6641928,arizona,5908553 (805.67%)
04000US05,Arkansas,2015,2015,2958208,arkansas,-3683720 (-55.46%)
04000US06,California,2015,2015,38421464,california,35463256 (1198.81%)
04000US08,Colorado,2015,2015,5278906,colorado,-33142558 (-86.26%)
04000US09,Connecticut,2015,2015,3593222,connecticut,-1685684 (-31.93%)
04000US10,Delaware,2015,2015,926454,delaware,-2666768 (-74.22%)
04000US11,District of Columbia,2015,2015,647484,district-of-columbia,-278970 (-30.11%)
04000US12,Florida,2015,2015,19645772,florida,18998288 (2934.17%)
04000US13,Georgia,2015,2015,10006693,georgia,-9639079 (-49.06%)
04000US15,Hawaii,2015,2015,1406299,hawaii,-8600394 (-85.95%)
04000US16,Idaho,2015,2015,1616547,idaho,210248 (14.95%)
04000US17,Illinois,2015,2015,12873761,illinois,11257214 (696.37%)
04000US18,Indiana,2015,2015,6568645,indiana,-6305116 (-48.98%)
04000US19,Iowa,2015,2015,3093526,iowa,-3475119 (-52.9%)
04000US20,Kansas,2015,2015,2892987,kansas,-200539 (-6.48%)
04000US21,Kentucky,2015,2015,4397353,kentucky,1504366 (52%)
04000US22,Louisiana,2015,2015,4625253,louisiana,227900 (5.18%)
04000US23,Maine,2015,2015,1329100,maine,-3296153 (-71.26%)
04000US24,Maryland,2015,2015,5930538,maryland,4601438 (346.21%)
04000US25,Massachusetts,2015,2015,6705586,massachusetts,775048 (13.07%)
04000US26,Michigan,2015,2015,9900571,michigan,3194985 (47.65%)
04000US27,Minnesota,2015,2015,5419171,minnesota,-4481400 (-45.26%)
04000US28,Mississippi,2015,2015,2988081,mississippi,-2431090 (-44.86%)
04000US29,Missouri,2015,2015,6045448,missouri,3057367 (102.32%)
04000US30,Montana,2015,2015,1014699,montana,-5030749 (-83.22%)
04000US31,Nebraska,2015,2015,1869365,nebraska,854666 (84.23%)
04000US32,Nevada,2015,2015,2798636,nevada,929271 (49.71%)
04000US33,New Hampshire,2015,2015,1324201,new-hampshire,-1474435 (-52.68%)
04000US34,New Jersey,2015,2015,8904413,new-jersey,7580212 (572.44%)
04000US35,New Mexico,2015,2015,2084117,new-mexico,-6820296 (-76.59%)
04000US36,New York,2015,2015,19673174,new-york,17589057 (843.96%)
04000US37,North Carolina,2015,2015,9845333,north-carolina,-9827841 (-49.96%)
04000US38,North Dakota,2015,2015,721640,north-dakota,-9123693 (-92.67%)
04000US39,Ohio,2015,2015,11575977,ohio,10854337 (1504.12%)
04000US40,Oklahoma,2015,2015,3849733,oklahoma,-7726244 (-66.74%)
04000US41,Oregon,2015,2015,3939233,oregon,89500 (2.32%)
04000US42,Pennsylvania,2015,2015,12779559,pennsylvania,8840326 (224.42%)
04000US44,Rhode Island,2015,2015,1053661,rhode-island,-11725898 (-91.76%)
04000US45,South Carolina,2015,2015,4777576,south-carolina,3723915 (353.43%)
04000US46,South Dakota,2015,2015,843190,south-dakota,-3934386 (-82.35%)
04000US47,Tennessee,2015,2015,6499615,tennessee,5656425 (670.84%)
04000US48,Texas,2015,2015,26538614,texas,20038999 (308.31%)
04000US49,Utah,2015,2015,2903379,utah,-23635235 (-89.06%)
04000US50,Vermont,2015,2015,626604,vermont,-2276775 (-78.42%)
04000US51,Virginia,2015,2015,8256630,virginia,7630026 (1217.68%)
04000US53,Washington,2015,2015,6985464,washington,-1271166 (-15.4%)
04000US54,West Virginia,2015,2015,1851420,west-virginia,-5134044 (-73.5%)
04000US55,Wisconsin,2015,2015,5742117,wisconsin,3890697 (210.15%)
04000US56,Wyoming,2015,2015,579679,wyoming,-5162438 (-89.9%)
04000US72,Puerto Rico,2015,2015,3583073,puerto-rico,3003394 (518.11%)
04000US01,Alabama,2014,2014,4817678,alabama,1234605 (34.46%)
04000US02,Alaska,2014,2014,728300,alaska,-4089378 (-84.88%)
04000US04,Arizona,2014,2014,6561516,arizona,5833216 (800.94%)
04000US05,Arkansas,2014,2014,2947036,arkansas,-3614480 (-55.09%)
04000US06,California,2014,2014,38066920,california,35119884 (1191.7%)
04000US08,Colorado,2014,2014,5197580,colorado,-32869340 (-86.35%)
04000US09,Connecticut,2014,2014,3592053,connecticut,-1605527 (-30.89%)
04000US10,Delaware,2014,2014,917060,delaware,-2674993 (-74.47%)
04000US11,District of Columbia,2014,2014,633736,district-of-columbia,-283324 (-30.89%)
04000US12,Florida,2014,2014,19361792,florida,18728056 (2955.18%)
04000US13,Georgia,2014,2014,9907756,georgia,-9454036 (-48.83%)
04000US15,Hawaii,2014,2014,1392704,hawaii,-8515052 (-85.94%)
04000US16,Idaho,2014,2014,1599464,idaho,206760 (14.85%)
04000US17,Illinois,2014,2014,12868747,illinois,11269283 (704.57%)
04000US18,Indiana,2014,2014,6542411,indiana,-6326336 (-49.16%)
04000US19,Iowa,2014,2014,3078116,iowa,-3464295 (-52.95%)
04000US20,Kansas,2014,2014,2882946,kansas,-195170 (-6.34%)
04000US21,Kentucky,2014,2014,4383272,kentucky,1500326 (52.04%)
04000US22,Louisiana,2014,2014,4601049,louisiana,217777 (4.97%)
04000US23,Maine,2014,2014,1328535,maine,-3272514 (-71.13%)
04000US24,Maryland,2014,2014,5887776,maryland,4559241 (343.18%)
04000US25,Massachusetts,2014,2014,6657291,massachusetts,769515 (13.07%)
04000US26,Michigan,2014,2014,9889024,michigan,3231733 (48.54%)
04000US27,Minnesota,2014,2014,5383661,minnesota,-4505363 (-45.56%)
04000US28,Mississippi,2014,2014,2984345,mississippi,-2399316 (-44.57%)
04000US29,Missouri,2014,2014,6028076,missouri,3043731 (101.99%)
04000US30,Montana,2014,2014,1006370,montana,-5021706 (-83.31%)
04000US31,Nebraska,2014,2014,1855617,nebraska,849247 (84.39%)
04000US32,Nevada,2014,2014,2761584,nevada,905967 (48.82%)
04000US33,New Hampshire,2014,2014,1321069,new-hampshire,-1440515 (-52.16%)
04000US34,New Jersey,2014,2014,8874374,new-jersey,7553305 (571.76%)
04000US35,New Mexico,2014,2014,2080085,new-mexico,-6794289 (-76.56%)
04000US36,New York,2014,2014,19594330,new-york,17514245 (842%)
04000US37,North Carolina,2014,2014,9750405,north-carolina,-9843925 (-50.24%)
04000US38,North Dakota,2014,2014,704925,north-dakota,-9045480 (-92.77%)
04000US39,Ohio,2014,2014,11560380,ohio,10855455 (1539.94%)
04000US40,Oklahoma,2014,2014,3818851,oklahoma,-7741529 (-66.97%)
04000US41,Oregon,2014,2014,3900343,oregon,81492 (2.13%)
04000US42,Pennsylvania,2014,2014,12758729,pennsylvania,8858386 (227.12%)
04000US44,Rhode Island,2014,2014,1053252,rhode-island,-11705477 (-91.74%)
04000US45,South Carolina,2014,2014,4727273,south-carolina,3674021 (348.83%)
04000US46,South Dakota,2014,2014,834708,south-dakota,-3892565 (-82.34%)
04000US47,Tennessee,2014,2014,6451365,tennessee,5616657 (672.89%)
04000US48,Texas,2014,2014,26092033,texas,19640668 (304.44%)
04000US49,Utah,2014,2014,2858111,utah,-23233922 (-89.05%)
04000US50,Vermont,2014,2014,626358,vermont,-2231753 (-78.08%)
04000US51,Virginia,2014,2014,8185131,virginia,7558773 (1206.78%)
04000US53,Washington,2014,2014,6899123,washington,-1286008 (-15.71%)
04000US54,West Virginia,2014,2014,1853881,west-virginia,-5045242 (-73.13%)
04000US55,Wisconsin,2014,2014,5724692,wisconsin,3870811 (208.8%)
04000US56,Wyoming,2014,2014,575251,wyoming,-5149441 (-89.95%)
04000US72,Puerto Rico,2014,2014,3638965,puerto-rico,3063714 (532.59%)
04000US01,Alabama,2013,2013,4799277,alabama,1160312 (31.89%)
04000US02,Alaska,2013,2013,720316,alaska,-4078961 (-84.99%)
04000US04,Arizona,2013,2013,6479703,arizona,5759387 (799.56%)
04000US05,Arkansas,2013,2013,2933369,arkansas,-3546334 (-54.73%)
04000US06,California,2013,2013,37659181,california,34725812 (1183.82%)
04000US08,Colorado,2013,2013,5119329,colorado,-32539852 (-86.41%)
04000US09,Connecticut,2013,2013,3583561,connecticut,-1535768 (-30%)
04000US10,Delaware,2013,2013,908446,delaware,-2675115 (-74.65%)
04000US11,District of Columbia,2013,2013,619371,district-of-columbia,-289075 (-31.82%)
04000US12,Florida,2013,2013,19091156,florida,18471785 (2982.35%)
04000US13,Georgia,2013,2013,9810417,georgia,-9280739 (-48.61%)
04000US15,Hawaii,2013,2013,1376298,hawaii,-8434119 (-85.97%)
04000US16,Idaho,2013,2013,1583364,idaho,207066 (15.05%)
